all_players_and_stats_2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK,PICK,YEAR,HEIGHT,NAME,,TEAM,CONF,G,ROLE,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,DUNKS,DUNKS %,CLOSE 2,CLOSE 2 %,FAR 2,FAR 2 %,FT,FT %,2P,2P %,3P/100,3P,3P %
683,-,Jr,6-8,Delrecco Gillespie,0,Kent St.,MAC,34,PF/C,57.2,2.3,2.8,4.0,3.0,1.0,125.0,96.7,17.3,58.7,62.5,14.8,26.1,4.2,14.5,0.5,2.4,2.2,50.3,3.2,17-22,0.773,95-147,0.646,7-24,0.292,67-90,0.744,102-171,0.596,0.6,2-8,0.250
684,-,Sr,6-6,Bryce Thompson,96.2,Oklahoma St.,B12,35,Wing G,67.3,2.3,2.7,1.6,1.0,0.6,103.9,103.0,23.4,48.6,53.3,1.1,10.7,14.3,14.7,1.0,0.6,2.1,33.7,3.1,9-9,1.000,64-115,0.557,64-153,0.418,97-124,0.782,128-268,0.478,5.9,34-100,0.340
685,-,Sr,6-6,Trey Townsend,0,Arizona,B12,35,Wing F,49.4,2.3,2.3,3.2,3.1,0.1,114.7,100.1,18.9,53.2,57.1,8.8,12.0,8.3,16.0,0.9,1.1,0.8,30.9,2.3,11-11,1.000,62-99,0.626,31-73,0.425,54-68,0.794,93-172,0.541,3.7,16-48,0.333
686,-,Sr,6-3,Adam Miller,93.8,Arizona St.,B12,30,Combo G,66.8,2.3,2.9,2.9,1.2,1.7,110.3,103.7,16.0,57.6,59.5,1.8,6.8,12.4,16.8,1.3,0.1,2.0,20.0,3.0,3-4,0.750,24-44,0.545,20-48,0.417,34-45,0.756,44-92,0.478,8.5,57-133,0.429
687,-,Jr,6-3,Al Green,0,Louisiana Tech,CUSA,27,Combo G,58.9,2.3,2.0,2.7,3.0,-0.3,115.8,108.9,18.8,56.3,58.9,3.0,7.5,7.7,10.7,1.2,0.5,1.7,21.0,2.0,1-1,1.000,31-68,0.456,14-31,0.452,38-47,0.809,45-99,0.455,10.9,54-125,0.432
688,-,Jr,5-11,Tavari Johnson,0,Akron,MAC,33,Scoring PG,62.1,2.3,1.9,1.4,2.6,-1.1,110.3,110.1,26.0,53.8,56.5,0.5,7.9,28.4,18.9,1.8,1.1,1.8,14.7,2.8,2-2,1.000,63-107,0.589,48-115,0.417,48-53,0.906,111-222,0.500,9.3,55-138,0.399
689,-,Jr,6-4,Robert McCray,71,Jacksonville,ASun,30,Scoring PG,71.9,2.3,3.0,2.7,1.9,0.8,101.1,102.8,32.4,47.4,51.2,3.8,15.9,32.8,21.4,1.3,2.6,2.8,27.8,3.3,11-15,0.733,95-192,0.495,40-97,0.412,90-118,0.763,135-289,0.467,8.8,44-135,0.326
690,-,Jr,6-8,Duncan Powell,39.2,Georgia Tech,ACC,33,Wing F,70.6,2.3,2.9,2.6,2.1,0.5,110.6,102.5,19.5,52.8,55.7,6.2,14.1,5.2,11.9,0.7,1.6,1.3,37.6,2.4,10-12,0.833,70-120,0.583,12-38,0.316,79-115,0.687,82-158,0.519,8.8,53-148,0.358
691,-,Sr,6-5,Toneari Lane,39.4,Georgia St.,SB,32,Wing G,88.0,2.3,1.5,-1.2,1.2,-2.5,112.7,119.5,18.0,48.2,51.6,2.5,6.3,8.4,8.2,1.7,0.3,1.0,17.8,1.7,0-0,0.000,29-52,0.558,32-93,0.344,60-69,0.870,61-145,0.421,12.4,84-243,0.346
692,-,So,6-8,Thomas Dowd,0,Troy,SB,32,Stretch 4,64.8,2.3,3.0,3.1,2.6,0.5,119.5,98.3,17.9,49.8,53.9,10.8,19.7,7.6,10.9,1.2,1.9,2.4,33.1,2.5,6-6,1.000,49-72,0.681,7-21,0.333,61-80,0.762,56-93,0.602,10.7,43-149,0.289
693,-,So,6-6,Jack Payne,0,Idaho,BSky,31,Wing G,69.7,2.3,1.8,1.9,2.4,-0.5,114.9,113.2,19.9,55.4,59.4,5.1,16.0,14.7,17.0,1.3,1.7,2.6,33.9,3.4,3-5,0.600,53-82,0.646,6-16,0.375,66-82,0.805,59-98,0.602,10.0,50-144,0.347
694,-,Sr,6-3,Ty Berry,72.8,Northwestern,B10,33,Wing G,71.9,2.3,3.5,3.8,1.6,2.1,110.4,96.9,17.5,52.6,54.9,2.2,13.0,8.6,11.9,1.3,0.6,2.6,17.7,3.2,2-2,1.000,24-42,0.571,19-59,0.322,41-52,0.788,43-101,0.426,12.1,74-192,0.385
695,-,Sr,6-2,Xavier Bell,0,Wichita St.,Amer,33,Wing G,70.1,2.3,2.4,-0.3,-0.1,-0.3,103.8,107.1,26.3,44.3,52.5,2.1,8.5,8.7,14.6,0.6,1.2,1.8,42.9,3.9,0-1,0.000,72-159,0.453,49-125,0.392,146-165,0.885,121-284,0.426,6.2,33-101,0.327
696,-,Jr,6-9,Dylan Arnett,0,Cleveland St.,Horz,33,C,72.8,2.3,2.9,2.3,1.5,0.8,115.0,103.0,19.8,59.3,59.9,11.4,18.2,11.2,17.4,1.0,5.8,1.6,36.8,3.0,30-30,1.000,112-162,0.691,41-95,0.432,57-95,0.600,153-257,0.595,0.1,0-1,0.000
697,-,So,6-6,Greg Jones,0,American,Pat,31,Wing G,64.0,2.3,2.0,0.2,0.5,-0.3,119.2,110.3,18.9,61.1,66.7,4.6,14.4,8.1,17.1,0.7,0.4,2.0,49.0,4.0,1-1,1.000,52-87,0.598,10-24,0.417,85-99,0.859,62-111,0.559,6.7,41-91,0.451
698,-,Fr,6-6,Isaac Celiscar,0,Yale,Ivy,29,Wing F,52.1,2.3,2.0,3.5,3.0,0.5,128.3,104.8,17.0,55.5,59.9,10.5,15.8,11.4,10.7,2.1,1.3,1.3,44.1,2.6,6-6,1.000,57-86,0.663,13-34,0.382,49-64,0.766,70-120,0.583,2.4,7-25,0.280
699,-,Sr,6-5,Tyem Freeman,53.6,Illinois Chicago,MVC,29,Wing G,68.2,2.2,2.1,2.3,2.8,-0.5,116.1,109.2,17.6,57.9,59.8,4.6,12.7,12.9,14.8,1.6,1.7,1.3,32.4,2.6,7-8,0.875,25-41,0.610,19-33,0.576,48-70,0.686,44-74,0.595,10.3,54-142,0.380
700,-,Sr,6-6,Tana Kopa,0,Canisius,MAAC,31,Wing G,88.4,2.2,1.0,-0.8,1.9,-2.8,111.9,124.0,18.0,57.7,59.9,1.7,10.3,7.3,10.7,1.1,1.9,2.1,16.0,2.5,2-3,0.667,21-35,0.600,17-52,0.327,43-51,0.843,38-87,0.437,12.7,97-231,0.420
701,-,Sr,6-2,Martaz Robinson,0,Delaware St.,MEAC,25,Wing G,78.1,2.2,2.2,-0.8,0.1,-0.9,107.4,112.2,25.6,43.0,52.7,4.2,16.2,13.5,14.6,1.2,0.1,3.0,59.4,3.8,0-0,0.000,45-110,0.409,53-141,0.376,151-183,0.825,98-251,0.390,3.9,23-57,0.404
702,-,Sr,6-0,Damarco Minor,0,Oregon St.,WCC,32,Scoring PG,79.9,2.2,3.1,2.0,0.9,1.1,106.9,103.4,21.3,44.7,49.7,3.5,14.8,29.1,19.4,2.3,1.3,2.6,26.7,3.0,1-1,1.000,28-53,0.528,51-118,0.432,64-75,0.853,79-171,0.462,6.6,31-110,0.282
703,-,Sr,6-9,Kevin Kalu,0,UTEP,CUSA,29,C,54.3,2.2,2.2,0.6,1.1,-0.5,123.2,104.2,15.8,60.8,62.8,9.4,21.7,1.6,9.5,0.5,3.3,1.3,60.1,3.9,36-40,0.900,70-106,0.660,17-37,0.459,57-86,0.663,87-143,0.608,0.0,0-0,0.000
704,-,Fr,6-8,DeSean Goode,0,IU Indy,Horz,27,Stretch 4,55.1,2.2,0.7,-1.8,1.9,-3.7,122.9,123.4,17.4,55.0,57.6,13.3,16.9,8.4,11.4,1.4,2.0,1.2,44.0,3.7,3-4,0.750,50-82,0.610,7-20,0.350,44-66,0.667,57-102,0.559,4.5,17-48,0.354
705,-,Jr,6-3,Vincent Brady II,0,Missouri St.,MVC,28,Combo G,73.6,2.2,2.7,1.2,1.2,-0.1,106.4,107.4,23.3,52.7,58.1,3.7,13.4,16.5,21.6,0.9,0.4,2.3,50.8,3.3,8-11,0.727,42-76,0.553,26-63,0.413,101-132,0.765,68-139,0.489,8.2,46-121,0.380
706,-,Jr,6-4,Trey Campbell,0,Northern Iowa,MVC,32,Combo G,74.3,2.2,3.3,4.3,2.1,2.2,108.7,99.6,21.7,53.7,55.6,2.2,15.5,19.8,15.2,1.9,2.3,2.8,14.4,3.2,1-1,1.000,32-57,0.561,28-89,0.315,36-45,0.800,60-146,0.411,10.6,72-167,0.431
707,-,Sr,6-5,Dexter Akanno,21,Utah St.,MWC,33,Wing G,62.8,2.2,2.1,1.7,2.6,-0.9,121.4,107.9,13.9,57.4,60.1,4.3,11.0,6.8,12.9,1.3,0.0,1.4,29.6,2.6,2-4,0.500,29-62,0.468,6-12,0.500,42-56,0.750,35-74,0.473,8.2,49-115,0.426
708,-,Sr,6-6,Davion Everett,0,South Carolina St.,MEAC,30,Wing F,54.2,2.2,2.0,3.2,2.3,0.9,126.9,104.7,19.1,64.9,65.6,11.4,14.7,13.6,14.0,1.2,1.4,2.5,43.1,5.6,13-13,1.000,94-130,0.723,22-49,0.449,53-81,0.654,116-179,0.648,0.8,4-9,0.444
709,-,Sr,6-2,Shammah Scott,0,Akron,MAC,32,Combo G,59.3,2.2,2.0,3.5,2.9,0.6,122.0,107.6,17.6,55.9,59.0,2.6,12.6,17.5,13.2,2.7,1.6,2.0,28.8,2.0,2-2,1.000,46-72,0.639,13-38,0.342,51-66,0.773,59-110,0.536,8.4,46-119,0.387
710,-,So,6-3,Kristian Gonzalez,0,Idaho,BSky,31,Wing G,63.6,2.2,1.0,-0.2,2.7,-3.0,114.8,120.0,21.3,53.8,57.5,4.4,7.8,9.3,11.7,1.1,0.7,1.3,26.7,1.7,1-1,1.000,44-69,0.638,28-64,0.438,60-73,0.822,72-133,0.541,10.6,50-140,0.357
711,-,So,6-8,Amani Hansberry,86.6,West Virginia,B12,31,PF/C,56.4,2.2,3.3,4.1,2.4,1.7,104.1,90.4,24.9,49.4,52.1,10.8,20.9,13.5,15.1,1.0,1.9,1.8,21.1,3.5,4-5,0.800,58-94,0.617,21-52,0.404,42-56,0.750,79-146,0.541,10.1,35-120,0.292
712,-,Jr,6-6,Elijah Fisher,91.4,Pacific,WCC,31,Wing G,84.5,2.2,2.2,-1.4,0.2,-1.6,103.0,113.0,24.3,50.9,57.2,4.6,12.9,9.8,19.4,0.5,0.9,1.3,60.7,3.2,8-12,0.667,98-175,0.560,42-94,0.447,149-199,0.749,140-269,0.520,3.3,18-59,0.305
713,-,Sr,6-1,Blake Peters,0,Princeton,Ivy,28,Wing G,77.1,2.2,2.5,0.6,0.5,0.1,121.6,108.4,14.2,60.9,62.4,1.7,10.1,3.5,7.3,1.3,0.1,2.3,24.0,2.8,0-0,0.000,13-20,0.650,0-1,0.000,38-53,0.717,13-21,0.619,13.7,81-200,0.405
714,-,Sr,6-5,Tramon Mark,84.8,Texas,SEC,29,Wing G,55.0,2.2,3.1,3.0,1.3,1.6,107.1,97.6,20.0,47.5,51.4,0.9,14.4,11.7,10.1,1.8,1.8,1.8,30.3,3.5,4-5,0.800,39-64,0.609,32-94,0.340,59-79,0.747,70-157,0.446,7.8,36-104,0.346
715,-,So,6-8,Jaylen Crocker-Johnson,0,Colorado St.,MWC,36,PF/C,53.2,2.2,2.5,3.4,2.2,1.3,115.4,97.3,20.3,56.5,59.9,7.6,16.5,7.4,13.1,0.9,4.0,0.8,35.8,4.5,7-7,1.000,63-89,0.708,17-47,0.362,63-83,0.759,80-136,0.588,7.5,34-96,0.354
716,-,Sr,6-6,Dontrez Styles,87.2,N.C. State,ACC,31,Stretch 4,65.6,2.2,2.6,2.0,2.3,-0.3,110.0,103.1,21.0,52.9,54.7,6.5,16.5,3.8,9.9,0.5,3.9,0.8,19.0,3.8,6-6,1.000,41-61,0.672,37-90,0.411,40-56,0.714,78-151,0.517,10.7,52-144,0.361
717,-,Sr,6-8,Da'Sean Nelson,0,Eastern Michigan,MAC,31,Wing F,74.8,2.2,2.0,-1.8,-0.3,-1.5,101.0,112.9,31.6,48.5,55.2,8.8,14.4,17.9,22.2,0.7,4.0,2.1,53.3,4.0,23-28,0.821,125-221,0.566,36-102,0.353,149-192,0.776,161-323,0.498,2.3,9-37,0.243
718,-,Sr,6-0,Kamari McGee,0,Wisconsin,B10,37,Combo G,54.7,2.2,2.7,5.3,1.7,3.5,122.0,96.8,14.6,56.3,59.0,3.1,10.6,14.9,12.4,2.7,0.3,2.4,22.3,3.9,0-0,0.000,36-74,0.486,9-25,0.360,33-41,0.805,45-99,0.455,6.1,39-85,0.459
719,-,Jr,6-6,Jayden Brewer,0,FIU,CUSA,29,Wing G,62.1,2.2,2.7,4.0,3.4,0.7,104.8,102.8,27.4,50.2,54.2,4.9,19.0,14.0,14.3,1.0,2.1,2.6,51.8,1.6,23-24,0.958,120-198,0.606,19-57,0.333,109-162,0.673,139-255,0.545,4.3,12-58,0.207
720,-,Sr,6-8,Giancarlo Rosado,0,Charlotte,Amer,29,Wing F,65.0,2.2,2.0,0.7,1.6,-0.9,107.4,112.0,23.8,52.6,58.8,4.1,21.2,26.5,20.5,1.4,0.7,0.9,71.2,2.2,1-1,1.000,84-133,0.632,20-58,0.345,112-153,0.732,104-191,0.545,1.7,6-24,0.250
721,-,Sr,6-4,Claudell Harris Jr.,0,Mississippi St.,SEC,34,Wing G,57.0,2.2,2.5,3.8,2.9,0.9,114.2,100.7,18.3,51.8,53.9,1.8,12.0,9.5,9.6,1.7,0.6,2.3,16.1,2.1,1-1,1.000,26-45,0.578,17-35,0.486,35-45,0.778,43-80,0.537,14.6,68-200,0.340
722,-,Jr,6-11,Felix Okpara,88,Tennessee,SEC,38,PF/C,64.5,2.2,3.8,3.9,0.5,3.4,117.4,88.9,14.3,59.2,61.5,11.7,17.3,2.3,18.1,0.3,8.3,0.6,33.7,3.8,69-79,0.873,103-159,0.648,8-30,0.267,46-64,0.719,111-189,0.587,0.1,1-1,1.000
723,-,Sr,6-6,Justin Neely,34.6,Albany,AE,28,Wing F,58.4,2.2,1.8,-0.3,1.3,-1.6,114.7,112.1,22.8,50.6,56.1,8.3,26.3,11.5,13.0,1.1,0.8,1.5,43.9,3.2,0-0,0.000,71-117,0.607,42-96,0.438,84-107,0.785,113-213,0.531,2.5,7-31,0.226
724,-,Sr,6-9,Moulaye Sissoko,28.6,North Texas,Amer,34,C,65.2,2.2,3.3,2.2,0.8,1.4,121.2,95.8,15.8,62.6,64.1,11.5,22.6,4.9,17.7,0.5,2.2,1.6,34.5,3.7,22-22,1.000,82-117,0.701,25-54,0.463,41-59,0.695,107-171,0.626,0.0,0-0,0.000
725,-,Jr,6-1,Isaiah Moses,0,UC Riverside,BW,32,Scoring PG,66.4,2.2,1.7,-0.2,1.2,-1.4,108.0,112.9,24.0,49.4,54.4,0.9,7.8,22.6,17.7,1.6,0.1,1.8,23.2,3.0,0-0,0.000,35-67,0.522,45-105,0.429,71-75,0.947,80-172,0.465,10.3,53-151,0.351
726,-,Sr,6-2,Isaac Haney,0,Austin Peay,ASun,26,Wing G,58.5,2.2,1.8,1.0,2.6,-1.7,115.1,113.2,21.2,54.1,58.0,1.8,14.2,11.7,9.6,1.5,0.0,1.7,26.7,2.5,1-1,1.000,37-73,0.507,14-36,0.389,58-69,0.841,51-109,0.468,12.1,59-149,0.396
727,-,Sr,6-3,Johnell Davis,0,Arkansas,SEC,34,Combo G,74.4,2.2,3.9,2.7,0.5,2.1,104.5,96.1,19.3,47.4,52.6,2.6,9.2,9.1,13.7,1.1,0.6,2.6,28.4,2.8,5-5,1.000,49-92,0.533,27-75,0.360,84-97,0.866,76-167,0.455,9.2,57-174,0.328
728,-,Jr,6-8,Owen Aquino,0,Liberty,CUSA,32,PF/C,63.5,2.2,3.2,3.4,0.1,3.3,112.4,96.0,20.6,59.2,60.8,7.6,18.6,15.6,18.3,1.4,4.9,1.6,47.2,4.2,23-26,0.885,110-167,0.659,6-17,0.353,59-92,0.641,108-175,0.617,1.5,5-20,0.250
729,-,Jr,6-3,Christian Henry,0,Eastern Michigan,MAC,31,Combo G,88.8,2.2,1.9,-1.7,0.2,-1.9,108.2,116.4,22.0,51.7,55.1,0.5,10.6,18.8,15.8,1.6,0.4,2.1,38.0,2.3,0-0,0.000,63-113,0.558,32-81,0.395,95-135,0.704,95-194,0.490,8.5,59-161,0.366
730,-,Jr,6-7,Rytis Petraitis,0,California,ACC,33,Wing F,67.8,2.2,2.6,3.2,1.9,1.3,115.1,104.4,16.9,46.3,52.5,10.3,13.1,11.6,13.5,1.6,1.5,2.8,55.6,3.6,3-3,1.000,59-103,0.573,12-40,0.300,82-114,0.719,71-143,0.497,3.9,16-62,0.258
731,-,Sr,6-6,Beon Riley,0,Utah Tech,WAC,28,Wing F,67.8,2.2,2.1,-0.2,1.1,-1.3,104.6,111.6,23.7,51.5,54.3,7.6,22.4,13.2,15.2,1.0,1.0,2.1,48.9,4.5,1-1,1.000,71-129,0.550,33-74,0.446,84-133,0.632,104-203,0.512,4.8,24-69,0.348
732,-,So,6-6,Myles Rigsby,0,Troy,SB,31,Wing G,69.7,2.2,3.1,1.1,-0.3,1.5,110.0,100.9,21.8,51.0,58.9,4.7,11.0,10.0,20.3,0.6,2.3,2.8,67.5,4.0,16-19,0.842,86-148,0.581,8-31,0.258,133-168,0.792,94-179,0.525,4.7,22-70,0.314
733,-,Sr,6-1,Jakevion Buckley,0,Southeastern Louisia,Slnd,30,Scoring PG,76.8,2.2,3.0,2.1,0.8,1.3,101.9,103.4,28.6,48.2,53.6,2.5,14.6,28.9,20.4,1.4,0.4,3.7,46.9,2.4,0-0,0.000,93-172,0.541,48-117,0.410,117-159,0.736,141-289,0.488,3.2,15-50,0.300
734,-,Sr,6-4,DK Thorn,0,UT Rio Grande Valley,Slnd,27,Combo G,77.0,2.2,2.2,1.4,1.5,-0.1,112.2,111.2,19.1,52.8,55.5,3.2,10.0,11.7,12.8,1.5,0.2,3.0,16.7,1.9,1-1,1.000,54-92,0.587,12-32,0.375,41-48,0.854,66-124,0.532,11.1,57-163,0.350
735,-,Sr,6-6,Jakobi Heady,0,Central Michigan,MAC,27,Wing G,91.7,2.2,2.9,-0.2,0.9,-1.1,105.8,108.9,22.3,44.0,50.5,7.3,14.0,7.6,12.4,0.9,1.4,2.0,40.1,1.6,22-25,0.880,84-148,0.568,32-94,0.340,110-137,0.803,116-242,0.479,5.9,23-100,0.230
736,-,Sr,6-2,Jeremy Roach,95.8,Baylor,B12,28,Combo G,58.0,2.2,2.9,1.1,0.5,0.6,102.2,102.3,20.3,44.9,47.1,1.2,7.2,16.2,13.9,1.9,0.6,1.8,17.8,2.6,0-1,0.000,35-66,0.530,29-92,0.315,34-49,0.694,64-158,0.405,9.0,40-118,0.339
737,-,Jr,6-8,Doctor Bradley,0,Arkansas Pine Bluff,SWAC,18,Wing F,54.9,2.2,1.5,3.9,2.8,1.1,101.3,119.4,30.2,57.2,54.9,6.2,24.2,28.7,17.4,1.3,3.4,4.4,83.9,3.1,10-12,0.833,108-178,0.607,16-39,0.410,90-193,0.466,124-217,0.571,1.1,5-13,0.385
738,-,Sr,6-4,Marcus Hill,0,N.C. State,ACC,31,Wing G,68.3,2.2,2.5,1.1,1.3,-0.2,106.4,105.1,22.9,46.6,50.5,5.3,11.7,12.9,9.3,1.6,0.3,1.6,28.6,2.2,0-1,0.000,102-177,0.576,31-95,0.326,67-89,0.753,133-272,0.489,2.8,8-39,0.205
739,-,Jr,6-4,Scotty Washington,0,Cal St. Northridge,BW,31,Wing G,73.9,2.2,2.5,0.2,0.8,-0.6,109.9,107.7,22.1,50.6,55.9,1.9,10.3,8.3,14.9,0.7,1.1,1.7,32.9,3.2,0-0,0.000,32-72,0.444,73-149,0.490,102-119,0.857,105-221,0.475,8.4,52-141,0.369
740,-,Sr,6-5,Cole Anderson,0,UC Santa Barbara,BW,32,Combo G,71.9,2.2,1.9,1.1,1.8,-0.7,126.6,112.4,12.3,66.3,67.4,0.8,7.1,6.8,11.7,1.5,0.2,1.4,9.2,2.0,0-0,0.000,9-16,0.563,9-26,0.346,17-19,0.895,18-42,0.429,10.7,79-164,0.482
741,-,So,6-8,Augustinas Kiudulas,0,VMI,SC,29,Stretch 4,72.2,2.2,2.0,-1.7,0.0,-1.7,104.7,112.3,27.8,47.0,54.4,8.9,15.1,13.5,16.3,0.7,2.2,1.8,50.6,4.5,0-0,0.000,67-128,0.523,39-95,0.411,130-161,0.807,106-223,0.475,6.4,29-95,0.305
742,-,Jr,6-6,Kendall Blue,41,St. Thomas,Sum,31,Wing G,70.1,2.2,2.3,2.7,3.0,-0.3,112.9,108.4,21.9,60.0,61.7,1.5,17.7,15.4,15.7,1.5,1.9,1.9,22.3,2.0,6-6,1.000,70-120,0.583,25-45,0.556,48-65,0.738,95-165,0.576,8.3,53-126,0.421
743,-,So,6-3,Naithan George,0,Georgia Tech,ACC,34,Pure PG,87.6,2.2,3.6,2.3,1.5,0.8,101.9,102.5,22.6,47.2,50.4,1.7,11.5,34.6,21.8,2.1,1.4,1.8,20.1,1.8,1-2,0.500,31-63,0.492,58-139,0.417,60-76,0.789,89-202,0.441,8.5,60-177,0.339
744,-,Sr,6-9,Ben Humrichous,0,Illinois,B10,35,Stretch 4,64.2,2.2,3.0,5.0,2.9,2.1,118.3,97.7,13.1,50.4,51.9,5.0,10.3,5.6,8.0,1.8,2.2,1.0,14.2,2.3,4-5,0.800,11-18,0.611,17-41,0.415,24-34,0.706,28-59,0.475,11.1,62-181,0.343
745,-,Sr,6-7,Robert Braswell,69.8,Charlotte,Amer,32,Wing G,61.9,2.2,1.7,0.8,1.5,-0.7,115.5,112.5,20.2,55.5,61.3,4.3,8.8,4.4,12.3,0.5,3.2,1.8,46.0,4.3,17-21,0.810,64-103,0.621,2-19,0.105,90-108,0.833,66-122,0.541,8.5,43-113,0.381
746,-,So,6-7,Jaden Daughtry,0,Indiana St.,MVC,30,Wing F,48.1,2.2,1.5,2.3,2.6,-0.4,109.2,108.9,29.6,61.1,62.5,7.5,17.0,12.1,17.6,0.5,2.1,2.7,48.8,5.1,9-10,0.900,131-212,0.618,11-23,0.478,81-125,0.648,140-229,0.611,2.6,11-27,0.407
747,-,Sr,6-8,Brandon Angel,55.8,Oregon,B10,35,Wing F,56.6,2.2,2.7,3.2,1.6,1.6,114.4,97.5,17.5,60.1,63.9,5.6,13.4,8.6,20.5,0.8,1.3,1.2,35.6,3.9,7-8,0.875,66-95,0.695,13-31,0.419,57-69,0.826,79-126,0.627,5.0,25-68,0.368
748,-,So,6-3,Latrell Davis,0,San Jose St.,MWC,33,Combo G,62.9,2.2,1.9,0.9,2.0,-1.1,109.3,109.9,21.9,54.1,57.2,2.7,11.5,12.0,13.7,1.4,0.0,1.4,47.5,2.4,1-1,1.000,61-112,0.545,5-20,0.250,83-123,0.675,65-131,0.496,9.1,50-128,0.391
749,-,Sr,6-0,Phillip Russell,0,VCU,A10,33,Scoring PG,56.3,2.2,2.7,1.9,0.6,1.3,111.9,98.7,22.3,51.5,55.6,2.5,5.4,18.5,18.0,1.4,0.0,2.9,28.4,4.8,0-0,0.000,15-35,0.429,25-48,0.521,61-75,0.813,40-83,0.482,14.2,64-181,0.354
750,-,Sr,6-3,Nakyel Shelton,0,Eastern Illinois,OVC,27,Wing G,81.7,2.2,3.0,1.9,1.4,0.5,102.3,106.8,26.5,49.0,54.6,3.0,12.6,14.1,17.8,0.8,2.8,2.8,37.2,3.6,3-3,1.000,43-80,0.537,65-151,0.430,109-133,0.820,108-231,0.468,8.2,45-127,0.354
751,-,So,6-1,Elliot Cadeau,98,North Carolina,ACC,37,Pure PG,69.1,2.2,3.0,2.1,1.3,0.9,101.7,100.0,23.9,49.6,52.6,1.9,9.7,38.2,26.1,2.0,1.0,2.3,34.3,4.0,2-3,0.667,81-153,0.529,16-44,0.364,65-97,0.670,97-197,0.492,4.7,29-86,0.337
752,-,Sr,6-0,Myles Corey,0,South Alabama,SB,30,Scoring PG,77.4,2.2,2.7,0.2,0.5,-0.2,102.4,106.5,27.6,48.6,52.4,1.7,6.9,30.2,18.1,1.8,1.1,2.8,42.5,2.1,10-12,0.833,96-164,0.585,10-32,0.313,95-141,0.674,106-196,0.541,8.9,37-136,0.272
753,-,Sr,6-3,Carter Whitt,84.8,Belmont,MVC,32,Scoring PG,77.9,2.2,2.6,-0.4,0.0,-0.5,101.4,107.8,26.8,47.8,51.1,2.4,14.7,34.6,21.8,1.9,0.6,2.7,25.8,2.2,0-0,0.000,46-95,0.484,75-164,0.457,69-93,0.742,121-259,0.467,5.7,34-101,0.337
754,-,Jr,6-2,Javontae Campbell,0,Bowling Green,MAC,30,Scoring PG,77.3,2.2,2.9,3.0,0.0,3.0,105.9,104.5,26.2,51.5,58.1,2.5,12.5,20.3,19.3,1.1,1.3,5.1,62.8,3.8,0-0,0.000,132-237,0.557,8-21,0.381,144-189,0.762,140-258,0.543,2.6,10-43,0.233
755,-,So,6-7,Jordan Pyke,0,Incarnate Word,Slnd,32,Wing F,63.3,2.2,1.8,0.5,1.7,-1.2,114.0,111.7,21.5,56.7,59.3,9.9,15.2,11.3,18.6,0.9,1.4,2.0,31.8,2.8,22-29,0.759,98-162,0.605,18-39,0.462,55-76,0.724,116-201,0.577,2.9,13-38,0.342
756,-,Sr,6-9,Daimion Collins,97.4,LSU,SEC,30,C,47.3,2.2,2.4,3.8,1.5,2.3,117.6,98.3,18.2,60.2,60.8,10.8,12.3,5.3,13.8,0.6,7.7,1.3,37.1,4.9,36-40,0.900,70-93,0.753,20-40,0.500,38-62,0.613,90-133,0.677,3.2,7-34,0.206
757,-,Sr,6-3,Jarvis Walker,0,IU Indy,Horz,29,Scoring PG,82.2,2.2,0.7,-4.4,-0.2,-4.2,101.5,125.4,27.6,44.8,49.9,2.2,7.5,18.9,14.8,1.3,0.2,2.1,33.2,2.7,0-0,0.000,49-116,0.422,51-126,0.405,103-132,0.780,100-242,0.413,9.8,52-155,0.335
758,-,So,6-10,Miles Rubin,63.8,Loyola Chicago,A10,36,C,59.8,2.2,2.8,5.4,1.6,3.8,117.6,98.3,18.3,71.8,68.4,8.3,18.8,11.6,19.8,0.9,11.3,1.0,38.0,4.5,80-89,0.899,134-170,0.788,21-46,0.457,39-82,0.476,155-216,0.718,0.0,0-0,0.000
759,-,Sr,6-8,Alex Holt,0,Mercer,SC,31,C,68.1,2.2,2.3,0.5,0.7,-0.2,116.8,108.0,19.5,57.4,58.4,10.1,16.2,8.6,12.0,1.1,3.3,1.7,42.2,3.4,20-22,0.909,112-173,0.647,32-78,0.410,64-106,0.604,144-251,0.574,0.0,0-0,0.000
760,-,Sr,6-5,TJ Bamba,42.6,Oregon,B10,35,Combo G,69.2,2.2,3.7,3.6,0.0,3.6,102.9,93.5,22.2,42.8,48.6,2.2,11.7,19.5,14.0,2.0,0.6,3.7,41.7,3.4,7-7,1.000,68-137,0.496,29-78,0.372,97-131,0.740,97-215,0.451,5.9,25-99,0.253
761,-,So,6-2,Kory Mincy,0,Presbyterian,BSth,30,Scoring PG,81.1,2.2,2.3,-0.3,1.0,-1.3,103.0,111.6,27.9,45.7,50.6,1.2,8.3,25.4,15.5,1.9,0.3,2.7,31.9,2.6,0-0,0.000,39-72,0.542,56-161,0.348,99-126,0.786,95-233,0.408,10.0,57-162,0.352
